,Title,Type,Description,Level,Duration,Rating,Review Count,Skills Covered,Prerequisites,Affiliates,URL
161,Designing RESTful APIs,free,Build and secure a web server with a RESTful Developer-Friendly API that developers will love to use.,intermediate,3 Weeks,3.38,715.0,"Flask, REST APIs, Python",not specified,none,https://www.udacity.com/course/designing-restful-apis--ud388
162,GT - Refresher - Advanced OS,free,"This course covers the essential Operating Systems concepts students need in preparation for the rest of the GT ""Advanced Operating Systems"" sequence.",intermediate,3 Weeks,2.29,715.0,"Operating Systems, Virtual Memory, File Systems, Multithreaded Programming, Networking",not specified,Georgia Institute of Technology,https://www.udacity.com/course/gt-refresher-advanced-os--ud098
163,Intro to JavaScript,free,"Learn the fundamentals of JavaScript, the most popular programming language in web development.",beginner,2 Weeks,2.76,715.0,"JavaScript, Conditionals, Loops, Data Types & Variables",not specified,none,https://www.udacity.com/course/intro-to-javascript--ud803
164,Grand Central Dispatch (GCD),free,Learn how to prevent background operations from interfering with an app's UI by implementing Apple's GCD framework.,intermediate,2 Weeks,3.81,715.0,"Closures, GCD",not specified,none,https://www.udacity.com/course/grand-central-dispatch-gcd--ud576
165,Continuous Integration and Deployment,free,"In this course, you'll learn how to improve the mobile development process by using continuous integration and deployment.",intermediate,2 Days,2.52,715.0,"Continuous Integration, BuddyBuild, Automated Testing",not specified,Buddybuild,https://www.udacity.com/course/continuous-integration-and-deployment--ud1030
166,Swift for Beginners,free,"Learn Swift, Apple's programming language for building iOS applications. Start with the basics and work your way towards completing sets of challenges in Swift.",beginner,7 Days,2.45,715.0,"Variables and Constants, Strings, Control Flow, Functions",not specified,none,https://www.udacity.com/course/swift-for-beginners--ud1022
167,Intro to Statistics,free,"Get ready to analyze, visualize, and interpret data! Thought-provoking examples and chances to combine statistics and programming will keep you engaged and challenged.",beginner,2 Months,2.79,715.0,"Probability, Descriptive Statistics, Inferential Statistics",not specified,none,https://www.udacity.com/course/intro-to-statistics--st101
168,Intro to HTML and CSS,free,"In this course, you'll learn the fundamentals web development, along with best practices and professional problem-solving techniques using Developer Tools.",beginner,3 Weeks,3.25,715.0,"HTML, CSS, CSS Syntax, HTML Syntax Problem Set",not specified,none,https://www.udacity.com/course/intro-to-html-and-css--ud001
169,Introduction to Python Programming,free,"In this course, you'll learn the fundamentals of the Python programming language, along with programming best practices. You’ll learn to represent and store data using Python data types and variables, and use conditionals and loops to control the flow of your programs. You’ll harness the power of complex data structures like lists, sets, dictionaries, and tuples to store collections of related data. You’ll define and document your own custom functions, write scripts, and handle errors. Lastly, you’ll learn to find and use modules in the Python Standard Library and other third-party libraries.",beginner,5 Weeks,4.59,715.0,"HTML, CSS, CSS Syntax, HTML Syntax Problem Set",not specified,none,https://www.udacity.com/course/introduction-to-python--ud1110
170,Introduction to Virtual Reality,free,"If you are interested in learning more about virtual reality, this course will teach you the principles of VR technology and help you understand what you can build in VR.",beginner,2 Weeks,4.13,715.0,"VR development, Unity, Google VR SDK for Unity, General understanding of how VR works, Deploying to Android and iOS",not specified,Google VR,https://www.udacity.com/course/introduction-to-virtual-reality--ud1012
171,Objective-C for Swift Developers,free,"Learn the distinguishing language features of Objective-C. Practice Objective-C syntax by writing classes, and writing and calling methods.",intermediate,5 Weeks,3.63,715.0,"iOS, Swift, Objective-C, Control Flow Syntax",not specified,"Venmo, Lyft",https://www.udacity.com/course/objective-c-for-swift-developers--ud1009
172,Interactive 3D Graphics,free,"This course will teach you the principles of 3D computer graphics: meshes, transforms, lighting, animation, and making interactive 3D applications run in a browser.",intermediate,2 Months,3.91,715.0,"Animated 3D Demo Program, Computer Image Generation, Programming Vertex and Pixel Shaders",not specified,Autodesk,https://www.udacity.com/course/interactive-3d-graphics--cs291
173,Full Stack Foundations,free,Learn the fundamentals of back-end web development by creating your own web application from the ground up using the iterative development process.,intermediate,3 Weeks,2.53,715.0,"Flask, CRUD, Model-View-Controller, Python, Object-relational Mapping",not specified,Amazon Web Services,https://www.udacity.com/course/full-stack-foundations--ud088
174,High Performance Computer Architecture,free,"The HPCA course covers performance measurement, pipelining, and improved parallelism through various means.",advanced,Not available,4.29,715.0,"Processor Pipelining, Branch Prediction, Instruction Scheduling, Memory Ordering, Multiprocessor Architectures",not specified,Georgia Institute of Technology,https://www.udacity.com/course/high-performance-computer-architecture--ud007
175,AutoLayout,free,"With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs.",intermediate,6 Days,3.01,715.0,"Design, UI, Stack Views, Constraints",not specified,none,https://www.udacity.com/course/auto-layout--ud1026
176,Kotlin Bootcamp for Programmers,free,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.,intermediate,2 Weeks,4.03,715.0,Android Development,not specified,Google,https://www.udacity.com/course/kotlin-bootcamp-for-programmers--ud9011
177,Shell Workshop,free,"This course is intended to get you up to speed on the shell — using a terminal, managing files and directories, and running command-line programs.",beginner,1 Day,3.22,715.0,Unix-style command-line environment,not specified,none,https://www.udacity.com/course/shell-workshop--ud206
178,Core ML: Machine Learning for iOS,free,Learn how to use Apple's Core ML framework to build iOS apps with intelligent new features.,intermediate,1 Week,3.37,715.0,"iOS, Image Classification, Core ML",not specified,none,https://www.udacity.com/course/core-ml--ud1038
179,Statistics,free,We live in a time of unprecedented access to information. You'll learn how to use statistics to interpret that information and make decisions.,beginner,4 Months,3.38,715.0,"Statistical Research Methods, Data Visualization, Distributions, Hypothesis Testing, Regression",not specified,San Jose State University,https://www.udacity.com/course/statistics--st095
180,Intro to Theoretical Computer Science,free,Learn the basic concepts in theoretical computer science. Discover what they imply for solving tough computational challenges.,intermediate,2 Months,3.0,715.0,"theoretical computer science, NP-completeness, Recognizing algorithmic problems, Solving algorithmic problems",not specified,none,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313
181,Design of Computer Programs,free,"Learn how to model problems, and how to optimize performance by using some of the advanced features of Python.",advanced,2 Months,3.02,715.0,"Computer Program Design, Python, Design Process",not specified,none,https://www.udacity.com/course/design-of-computer-programs--cs212
182,Data Wrangling with MongoDB,free,"Data Scientists spend most of their time cleaning data. In this course, you will learn to convert and manipulate messy data to extract what you need.",intermediate,2 Months,3.74,715.0,"Gathering Data, Assessing Data, Cleaning Data, Data Wrangling, MongoDB",not specified,MongoDB,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032
183,Swift for Developers,free,Get a quick practical introduction to Swift programming basics and build your first iOS app!,beginner,7 Days,3.56,715.0,"Variables and Constants, Strings, Control Flow, Functions",not specified,none,https://www.udacity.com/course/swift-for-developers--ud1025
184,Firebase in a Weekend: Android,free,This course will teach you when and why to choose Firebase as a backend for your Android application.,intermediate,2 Days,2.5,715.0,Android Development,not specified,Google,https://www.udacity.com/course/firebase-in-a-weekend-by-google-android--ud0352
185,Software Debugging,free,In this course you will learn how to debug programs systematically using scientific methods and build several automated debugging tools in Python.,intermediate,2 Months,2.75,715.0,"Debugging, Python, Automated Debugging",not specified,none,https://www.udacity.com/course/software-debugging--cs259
186,Deploying a Hadoop Cluster,free,Deploy your own Hadoop cluster to crunch some big data!,intermediate,3 Weeks,3.69,715.0,"Data Analysis, Hadoop, MapReduce",not specified,none,https://www.udacity.com/course/deploying-a-hadoop-cluster--ud1000
187,Server-Side Swift,free,"In this course, built in collaboration with IBM and Hashicorp, you'll learn how to use Swift as a server-side language for building end-to-end applications.",intermediate,2 Weeks,2.81,715.0,"Swift Package Manager, MySQL, Docker, Terraform, Microservices",not specified,none,https://www.udacity.com/course/server-side-swift--ud1031
188,Networking for Web Developers,free,You've used the Internet. Now find out more about how it works.,beginner,2 Weeks,4.33,715.0,"HTTP, Domain Name System, Ping, TCP/IP stack, IP addressing",not specified,none,https://www.udacity.com/course/networking-for-web-developers--ud256
189,Database Systems Concepts & Design,free,This course presents an example of applying a database application development methodology to a major real-world project.,intermediate,16 Weeks,2.03,715.0,"Database Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL Injection",not specified,Georgia Institute of Technology,https://www.udacity.com/course/database-systems-concepts-design--ud150
190,Intro to Physics,free,"Go to the places where big physics discoveries were made in the past and make them yourself. You’ll visit Italy, the Netherlands, and the UK as you learn basic physics.",beginner,2 Months,4.45,715.0,"Kinematics, Dynamics, Trigonometry, Periodic Motion, Electricity",not specified,none,https://www.udacity.com/course/intro-to-physics--ph100
191,Intro to Relational Databases,free,Relational databases are a powerful tool used throughout the industry. Learn the basics of SQL and how to connect your Python code to a relational database.,intermediate,4 Weeks,2.05,715.0,"Rational databases, SQL, Python API, Python DB-API, Select and insert statements",not specified,none,https://www.udacity.com/course/intro-to-relational-databases--ud197
192,ES6 - JavaScript Improved,free,Learn about the changes made to the JavaScript programming language in ECMAScript 6 and how to use these new improvements to write better cleaner code.,advanced,4 Weeks,2.01,715.0,"JavaScript, ES6, Syntax, Functions",not specified,none,https://www.udacity.com/course/es6-javascript-improved--ud356
193,Mobile Design and Usability for iOS,free,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",intermediate,2 Weeks,2.86,715.0,"Product Design, Prototyping",not specified,Facebook for Developers,https://www.udacity.com/course/mobile-design-and-usability-for-ios--ud1034
194,Intro to AJAX,free,"Learn how to perform asynchronous requests as you build a web app with data from Google Street View, the New York Times and Wikipedia!",intermediate,2 Weeks,4.62,715.0,"Asynchronous requests with JavaScript, Data APIs, Web Applications, Site Customization",not specified,none,https://www.udacity.com/course/intro-to-ajax--ud110
195,Intro to Algorithms,free,"This class will give you an introduction to the design and analysis of algorithms, enabling you to analyze networks and discover how individuals are connected.",intermediate,4 Months,2.92,715.0,"Algorithms, Social Networks, Graph Algorithms",not specified,none,https://www.udacity.com/course/intro-to-algorithms--cs215
196,The MVC Pattern in Ruby,free,"In this course you’ll learn how to organize your code, and why that’s important. You’ll be using the MVC Design Pattern in the web application micro-framework Sinatra.",intermediate,1 Week,3.25,715.0,"Ruby, Sinatra, MVC Design Pattern, Writing organized code",not specified,none,https://www.udacity.com/course/the-mvc-pattern-in-ruby--ud270
197,WeChat Mini Program Development,free,"Developed by Tencent and Udacity, this course will teach you to build your first Mini Program.",beginner,4 Weeks,2.69,715.0,"Ruby, Sinatra, MVC Design Pattern, Writing organized code",not specified,WeChat,https://www.udacity.com/course/wechat-mini-programs--ud667
198,Asynchronous JavaScript Requests,free,Learn how to asynchronously request data in your web applications with Ajax.,intermediate,3 Weeks,2.92,715.0,"Asynchronous Data Retrieval, Ajax with XHR, Ajax with jQuery, Ajax with Fetch",not specified,none,https://www.udacity.com/course/asynchronous-javascript-requests--ud109
199,Embedded Systems,free,"This course takes a holistic view of the embedded system stack focusing on processor architectures, instruction sets, and the associated advanced compiler optimizations.",intermediate,16 Weeks,4.72,715.0,"VLIW Architecture, Compilers for Embedded Systems, Differential Register Allocation, Network Processors, Multithreaded Processing",not specified,Georgia Institute of Technology,https://www.udacity.com/course/embedded-systems--ud169
200,High Performance Computing,free,"This course will give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms.  Offered at Georgia Tech as CS6220",advanced,4 Months,4.58,715.0,"Shared Memory Models, Parallel Algorithms, Distributed Memory Models, Message Passing Interfaces, Hierarchical Memory Models",not specified,Georgia Institute of Technology,https://www.udacity.com/course/high-performance-computing--ud281
201,HTTP & Web Servers,free,HTTP is the fundamental protocol of the Web. Explore how it works using Python code and command-line tools.,intermediate,1 Week,2.09,715.0,"HTTP, Python, Deploying services",not specified,none,https://www.udacity.com/course/http-web-servers--ud303
202,Advanced Android with Kotlin,free,Develop Feature-Rich Android Apps with the Kotlin Programming Language.,intermediate,2 Months,4.61,715.0,"Kotlin, Android",not specified,Google,https://www.udacity.com/course/advanced-android-with-kotlin--ud940
203,"Computability, Complexity & Algorithms",free,Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.,advanced,Not available,4.37,715.0,"Kotlin, Android",not specified,Georgia Institute of Technology,https://www.udacity.com/course/computability-complexity-algorithms--ud061
204,Advanced Operating Systems,free,No description available,advanced,5 Weeks,2.19,715.0,"Operating System Kernels, Virtualization, Distributed Systems, Cloud Computing, Real-Time Operating Systems",not specified,Georgia Institute of Technology,https://www.udacity.com/course/advanced-operating-systems--ud189
205,Passwordless Login Solutions for iOS,free,"In this course you'll implement Account Kit and Facebook Login side by side in a sample app, test our login flow on a series of common use cases, and wrap things up with an introduction to Facebook’s Graph API.",intermediate,1 Week,2.75,715.0,"Account Kit, Facebook SDK, Graph API",not specified,Facebook for Developers,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028
206,Version Control with Git,free,"Learn how to use Git, a popular Version Control System and essential tool for any developer.",beginner,4 Weeks,3.24,715.0,"Git, Version Control, Creating a Git repo, Editing commits",not specified,none,https://www.udacity.com/course/version-control-with-git--ud123
207,Firebase in a Weekend: iOS,free,This course will teach you when and why to choose Firebase as a backend for your iOS application.,intermediate,2 Days,2.42,715.0,Android Development,not specified,Google,https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351
208,Intro to Point & Click App Development,free,In this short class you'll build powerful apps without writing code. Great if you're an aspiring developer or someone who wants to learn what programmers do.,beginner,1 Month,4.4,715.0,"Salesforce App Development, Schema Building, Data Modeling",not specified,Salesforce,https://www.udacity.com/course/intro-to-point-click-app-development--ud162
209,Deploying Applications with Heroku,free,Deploy your first web application using the Heroku platform and learn about the underlying mechanics of web hosting.,intermediate,1 Week,2.95,715.0,"App Deployment, Heroku",not specified,none,https://www.udacity.com/course/deploying-applications-with-heroku--ud272
210,Applied Cryptography,free,"Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing.",advanced,2 Months,4.76,715.0,"Cryptography, Ciphers, Encryption",not specified,none,https://www.udacity.com/course/applied-cryptography--cs387
211,Java Programming Basics,free,"Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions.",beginner,6 Weeks,3.59,715.0,"Java Programming, Java Syntax, Java Functions, Loops",not specified,none,https://www.udacity.com/course/java-programming-basics--ud282
212,C++ For Programmers,free,"This course teaches C++ to students already familiar with a programming language. Students will learn how to use header files, control flow, functions, classes.",intermediate,3 Weeks,3.05,715.0,"Pointers and Arrays, Control Flow, Object-Oriented Programming, C++ Templates, C++ Standard Library",not specified,none,https://www.udacity.com/course/c-for-programmers--ud210
213,Intro to Backend,free,Learn to build a multiuser blog with Google App Engine that permits users to sign in,intermediate,3 Weeks,3.63,715.0,"User Input, Producing templated output, Databases and data stores, Secure user account systems",not specified,none,https://www.udacity.com/course/intro-to-backend--ud171
214,Network Security,free,"This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.",intermediate,16 Weeks,3.09,715.0,"Basic elements of cryptography,  cryptanalysis and systems security,  security research",not specified,Georgia Institute of Technology,https://www.udacity.com/course/network-security--ud199
215,JavaScript and the DOM,free,No description available,intermediate,4 Weeks,4.26,715.0,"Basic elements of cryptography,  cryptanalysis and systems security,  security research",not specified,none,https://www.udacity.com/course/javascript-and-the-dom--ud117
216,Firebase Analytics: Android,free,"Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution",intermediate,2 Days,2.22,715.0,"Android Development, Firebase, Analytics",not specified,Google,https://www.udacity.com/course/firebase-analytics-android--ud354
217,Configuring Linux Web Servers,free,No description available,intermediate,1 Week,2.42,715.0,"Android Development, Firebase, Analytics",not specified,none,https://www.udacity.com/course/configuring-linux-web-servers--ud299
218,How to Make an iOS App,free,"Learn the process of building an app, taking your ideas from drawing board to App Store!",advanced,3 Months,3.67,715.0,"iOS, Ideation and Research, UI, App Store",not specified,none,https://www.udacity.com/course/how-to-make-an-ios-app--ud607
219,Google Maps APIs,free,This course will introduce you to the content available through the Google Maps APIs through building a real-estate listings web application step-by-step.,intermediate,2 Weeks,2.86,715.0,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage",not specified,Google,https://www.udacity.com/course/google-maps-apis--ud864
220,Passwordless Login Solutions for Android,free,No description available,intermediate,1 Week,3.95,715.0,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage",not specified,Facebook for Developers,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357
221,Mobile Design and Usability for Android,free,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",intermediate,2 Weeks,3.36,715.0,"Android, Mobile Design, Usability",not specified,Facebook for Developers,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358
222,iOS Design Patterns,free,"In this course, you'll explore iOS design patterns — the practical and battle-tested solutions to common problems that are used everyday by developers.",intermediate,2 Days,4.27,715.0,"Android, Mobile Design, Usability",not specified,none,https://www.udacity.com/course/ios-design-patterns--ud1029
223,Intro to Psychology,free,Go on a journey through psychological concepts and principles to enable you to gain a more in-depth understanding of human thought and behavior.,beginner,4 Months,4.05,715.0,"Pyschology, Research Methods, Biology",not specified,San Jose State University,https://www.udacity.com/course/intro-to-psychology--ps001
224,Engagement & Monetization | Mobile Games,free,"You will learn the most effective monetization strategies for your game, how to  keep your players interested and engaged, so that your game stands out in the app store.",beginner,3 Weeks,4.42,715.0,"Game Development, Monetization, Engagement",not specified,Amazon Appstore for Android,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407
225,Intro to Data Analysis,free,"Explore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib.",beginner,6 Weeks,3.61,715.0,"Data Analysis, Python, numpy, pandas",not specified,none,https://www.udacity.com/course/intro-to-data-analysis--ud170
226,SQL for Data Analysis,free,Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases,beginner,4 Weeks,4.72,715.0,"SQL Basics,  SQL Joins,  Data cleaning,  Aggregation",not specified,Mode,https://www.udacity.com/course/sql-for-data-analysis--ud198
227,Intro to Inferential Statistics,free,Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!,beginner,2 Months,2.05,715.0,"Inferential Statistics, Hypothesis Testing, T-tests, ANOVA",not specified,none,https://www.udacity.com/course/intro-to-inferential-statistics--ud201
228,Spark,free,Master how to work with big data and build machine learning models at scale using Spark!,intermediate,10 Hours,2.37,715.0,"Spark, SparkSQL, Spark Dataframes, Data Wrangling, Machine Learning",not specified,Insight,https://www.udacity.com/course/learn-spark-at-udacity--ud2002
229,Data Analysis and Visualization,free,"This course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques.",intermediate,16 Weeks,2.44,715.0,"R, Data Analysis, Data Visualization, Regression",not specified,Georgia Institute of Technology,https://www.udacity.com/course/data-analysis-and-visualization--ud404
230,Introduction to Digital Project Management,free,"This course introduces the field of digital project management, while diving into relevant career paths and what exactly those paths entail. It also covers the basic structure on which digital projects are formed.",beginner,1 Week,3.23,715.0,"Digital project management basics,  project management skills,   project management lifecycle",not specified,none,https://www.udacity.com/course/introduction-to-digital-project-management--ud043
231,Getting Started with Google Workspace,free,"Learn how to manage mail and schedules effectively. Create, manage and, share content in Google Drive and become more productive through the use of the collaboration features that are an integral and defining part of Google Workspace.",beginner,2 Months,4.4,715.0,"Gmail,  Google Calendar,  Google Drive,  Google Docs,  Google Slides,  Google Meet,  Google Chat,  Google Forms,  Intermediate Spreadsheet Use,  Basic Spreadsheet Use",not specified,Google Cloud,https://www.udacity.com/course/getting-started-with-google-workspace--ud300
232,Rapid Prototyping,free,Learning to prototype will save you time and money in the development process. You’ll create quality apps faster and have confidence in the viability of your products.,intermediate,3 Weeks,4.57,715.0,"Prototyping, User Research, inVision",not specified,Google,https://www.udacity.com/course/rapid-prototyping--ud723
233,Creating an Analytical Dataset,free,Learn how to prepare data to ensure the efficacy of your analysis while improving fluency in Alteryx.,beginner,2 Weeks,4.17,715.0,"Data Issues, Data Formatting, Data Blending",not specified,Alteryx,https://www.udacity.com/course/creating-an-analytical-dataset--ud977
234,Problem Solving with Advanced Analytics,free,"Learn a scientific approach to solving problems with data, a foundational skill for anyone interested in making data driven decisions in a business context.",beginner,2 Weeks,2.52,715.0,Linear Regression,not specified,Alteryx,https://www.udacity.com/course/problem-solving-with-advanced-analytics--ud976
235,Classification Models,free,Learn how to use classification predictive models to solve business problems involving non-numeric data.,intermediate,2 Weeks,2.78,715.0,"Binary Classication Models, Non-Binary Classification Models",not specified,Alteryx,https://www.udacity.com/course/classification-models--ud978
236,Product Design,free,"Learn product validation, UI/UX practices, Google’s Design Sprint and the process for setting and tracking actionable metrics.",intermediate,2 Months,4.71,715.0,"Product Design, Design Sprints, Ideation and Validation, UI/UX",not specified,Google,https://www.udacity.com/course/product-design--ud509
237,Segmentation and Clustering,free,The Segmentation & Clustering course provides students with the knowledge to build and apply clustering models to develop sophisticated segmentation in business contexts.,intermediate,3 Weeks,3.65,715.0,"Variable Reduction, Clustering Models design",not specified,none,https://www.udacity.com/course/segmentation-and-clustering--ud981
238,Time Series Forecasting,free,The Time Series Forecasting course provides students with the foundational knowledge to build and apply time series forecasting models in a variety of business contexts.,intermediate,3 Weeks,4.36,715.0,"Time Series Forecasting, ETS Models, ARIMA Models",not specified,none,https://www.udacity.com/course/time-series-forecasting--ud980
239,App Marketing,free,"This course will help you organize a strategy of identifying your perfect user, and teach you how to grow your user base by focusing your product on their needs.",intermediate,2 Weeks,4.77,715.0,"App Marketing, User Segmentation, Customer Acquisition",not specified,Google,https://www.udacity.com/course/app-marketing--ud719
240,App Monetization,free,"Learn how to effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.",intermediate,1 Month,2.52,715.0,"Product Design, Google Analytics",not specified,Google,https://www.udacity.com/course/app-monetization--ud518
241,A/B Testing for Business Analysts,free,The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making.,intermediate,3 Weeks,3.74,715.0,"A/B Randomized Design Tests, A/B Matched Pair Design Tests",not specified,none,https://www.udacity.com/course/ab-testing--ud979
242,How to Build a Startup,free,"Learn what it takes to build a successful startup using the Customer Development process, where entrepreneurs ""get out of the building"" to gather and iterate on feedback.",intermediate,1 Month,3.11,715.0,"Entrepreneurship, Value Proposition, Revenue Models, Customer Segments",not specified,none,https://www.udacity.com/course/how-to-build-a-startup--ep245
243,Get Your Startup Started,free,Acquire the know-how necessary to see your business grow towards its next milestone.,intermediate,3 Weeks,3.0,715.0,"Entrepreneurship, Bootstrapping",not specified,Google,https://www.udacity.com/course/get-your-startup-started--ud806
244,Managing Remote Teams with Upwork,free,Bring your remote-teams to the next level with hands-on skills to manage your remote workforce effectively.,beginner,1 Hour,2.74,715.0,"Team Management, Workforce Training, Business Strategy, Agile Management, Remote Work",not specified,Upwork,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942
245,Oracle Autonomous Database Administration,free,"Dive into the fundamentals of autonomous databases. Explore the process of planning, implementing, and deploying an Oracle Autonomous Database, the first and only autonomous database service in the cloud.",beginner,1 Week,4.1,715.0,"Oracle Autonomous Database,  Exadata infrastructure,  Oracle Machine Learning,  APEX,  and SQL Developer Web,  Autonomous JSON,  Oracle Text,  Spatial,  and Graph",not specified,Oracle,https://www.udacity.com/course/oracle-autonomous-database-administration--cd12502
246,Oracle Cloud Infrastructure Architect Associate,free,Develop key insights into key concepts and features of Oracle Cloud Infrastructure (OCI).,intermediate,1 Week,2.94,715.0,"VCN,  Network security,  load balancer and traffic management,  OCI Compute and storage,  autoscaling,  OS management",not specified,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-associate--cd12503
247,Oracle Cloud Infrastructure Architect Professional,free,This course will help you gain strong knowledge through hands-on experience with architecting infrastructure using Oracle Cloud Infrastructure services.,advanced,1 Week,2.56,715.0,"OCI,  Cloud solution,  N-tier applications,  microservices,  and serverless architecture",not specified,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-professional--cd12504
248,Oracle Cloud Infrastructure Foundations,free,Develop foundational knowledge of Oracle Cloud Infrastructure Cloud Services.,beginner,1 Week,2.16,715.0,"OCI,  OCI service offerings,  OCI security model,  OCI compliance structure,  OCI pricing,  support model,  and operations.",not specified,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-foundations--cd12505
249,Oracle Cloud Infrastructure Operations Professional,free,This course is going to walk you through some of the day-to-day operational activities that you might find yourself managing in the Oracle Cloud Infrastructure ecosystem.,beginner,1 Week,4.03,715.0,"OCI CLI,  Oracle Resource Manager,  Manage custom images,  Network Security Architecture",not specified,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-operations-professional--cd12506
250,Google Cloud Digital Leader Training,free,Gain foundational literacy in cloud & digital transformation. Increase your cloud confidence so you can speak with colleagues in technical cloud roles and contribute to informed cloud-related business decisions.,intermediate,2 Weeks,3.13,715.0,"Google Cloud Fundamentals,  Cloud Computing Fluency,  Digital Transformation Strategy,  Data Innovation,  IT Infrastructure Modernization,  Application Modernization,  Cloud Cost Governance,  Cloud Security Fluency,  Cloud Operational Efficiency",not specified,Google Cloud,https://www.udacity.com/course/google-cloud-digital-leader-training--ud301
251,Cloud Native Fundamentals,free,"Throughout this course, students will learn how to structure, package, and release an application to a Kubernetes cluster, while using an automated CI/CD pipeline.",intermediate,1 Month,3.6,715.0,"Kubernetes,  Docker,  Cloud Computing Fluency,  Cloud Architecture Model Types,  CI/CD,  Application Development Best Practices,  Argo CD,  Github Actions,  Platform as a Service",not specified,SUSE,https://www.udacity.com/course/cloud-native-fundamentals--ud064
252,Cyber-Physical Systems Design & Analysis,free,This course provides an introduction to cyber-physical systems with an industrial perspective.,advanced,16 Weeks,2.61,715.0,"Kubernetes,  Docker,  Cloud Computing Fluency,  Cloud Architecture Model Types,  CI/CD,  Application Development Best Practices,  Argo CD,  Github Actions,  Platform as a Service",not specified,Georgia Institute of Technology,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876
253,Differential Equations in Action,free,"Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!",intermediate,2 Months,2.88,715.0,"Math, Differential Equations",not specified,none,https://www.udacity.com/course/differential-equations-in-action--cs222
254,Self-Driving Fundamentals: Featuring Apollo ,free,"Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. ",beginner,4 Weeks,2.09,715.0,"Apollo HD Map, Localization, Perception, Prediction, Planning, Control",not specified,Baidu,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419
255,Product Manager Interview Preparation,free,"Ace your product management interview by understanding how to answer key strategic, technical, and practical product questions.",beginner,1 Week,2.05,715.0,"Product Management, Interview Preparation, Career Advancement, Product Strategy, Technical Interview",not specified,none,https://www.udacity.com/course/product-manager-interview-preparation--ud034
256,Craft Your Cover Letter,free,Write a compelling narrative that showcases your value to the company.,beginner,1 Day,2.16,715.0,"Creating a narrative, Targeting your pitch, Communicating value, Career Advancement",not specified,none,https://www.udacity.com/course/craft-your-cover-letter--ud244
257,Refresh Your Resume,free,Create a targeted resume that gets the attention of recruiters and lands you an interview in tech.,beginner,2 Days,3.72,715.0,"Resume writing, Company targeting, Storytelling, Career Advancement",not specified,Grow With Google,https://www.udacity.com/course/refresh-your-resume--ud243
258,Strengthen Your LinkedIn Network & Brand,free,Learn how to excel at networking both in-person and on LinkedIn.,beginner,1 Week,2.81,715.0,"Personal branding, LinkedIn, Networking, Career Advancement",not specified,Grow With Google,https://www.udacity.com/course/strengthen-your-linkedin-network-and-brand--ud242
259,Data Science Interview Prep,free,"Prepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions.",intermediate,1 Week,3.47,715.0,"Interview practice, Common Data Questions, Data Structures, Career Advancement",not specified,none,https://www.udacity.com/course/data-science-interview-prep--ud944
